职位,职位诱惑,薪资,工作地点,工作经历,学历要求,工作种类,工作描述
Python开发工程师,牛人云集，优质福利,18k-35k,北京,经验3-5年,本科及以上,全职,岗位职责：1. 负责公司业务服务器端的研发工作，参与核心系统架构设计和实现。2. 负责智能硬件设备及微信公号等后台业务开发维护；3. 负责配合上下游模块完成产品联调测试、上线及维护等工作；任职要求：1. 至少3年以上的web端开发经验，精通一种或以上Web编程语言（PHP、、Java等）；2. 精通常用数据库（例如MySQL、MongoDB、Hbase等）及缓存（例如Memcache、Redis）; 3. 熟练掌握git代码管理工具和敏捷开发流程; 4. 工作认真负责，思路清晰，较强的沟通协调能力，具有团队合作精神；5. 有大规模互联网站后台开发经验优先；
python开发工程师,"千万级流量,扁平化管理,技术分享,团队合作",20k-40k,北京,经验3-5年,本科及以上,全职,"工作职责： 1、 负责系统功能模块的需求沟通、详细设计、编码实现； 2、按照公司项目开发计划，参与产品、项目的需求分析及框架设计工作。 任职资格：1、2年以上互联网行业python/web方向开发经验；计算机相关专业本科以上学历。 2、精通Python语言，熟悉Python多线程应用开发，熟悉tornado、django、web.py等网络开发框架；熟悉并了解常用的设计模式，有一定的代码优化能力。 3、熟练掌握数据库操作和使用的基本技能，熟悉数据建模，熟悉MySQL数据库 4、熟练Linux开发环境, 熟悉GIT；有良好编程习惯和文档编写习惯。 5、有高并发大规模在线系统经验，熟悉分布式系统的设计和开发者优先。"
高级Python工程师(000397)...,"弹性工作,技术驱动,千万级用户,福利待遇",25k-40k,北京,经验5-10年,本科及以上,全职,"岗位职责:1、参与公司内容库系统的架构设计与实现，完成内容源入库、清洗、管理等工作，保障APP产品丰富、优质的内容源；2、完成内容库系统需求的分析与梳理，完成方案的详细设计与实现；3、持续优化产品，优化内容库系统架构；任职资格:1、计算机及相关专业本科及以上学历, 具备五年以及以上Python项目经验；2、熟悉Linux操作系统，熟悉Shell；3、熟悉RDMS和No-SQL数据库设计，熟悉Redis或MemCached缓存技术，熟悉ElasticSearch或Sonar，熟悉至少一种消息队列(MQ)，如Kafka/Rabbitmq等。4、熟悉scrapy、有爬虫及反爬虫相关经验者优先；5、良好的编码能力，逻辑思维缜密，善于分析、解决问题，良好的沟通交流能力；6、具备高度的责任心与团队合作精神，喜欢创业团队的氛围；"
Python软件开发工程师,"五险一金,周末双休,定期体检,下午茶",8k-15k,上海,经验1-3年,本科及以上,全职,Responsibilities:1. 设计和开发API接口2. 金融数据相关的后端软件或量化系统开发3. 其他服务端开发工作 Qualification:1. 计算机本科或相关学历，1年以上Python开发经验2. 大学英语四级，读、写熟练3. 熟悉Python标准库，了解Django，Flask，Pyramid等web框架，了解Pandas4. 了解关系型数据库，SQL Server，Oracle或MySQL中至少一种，有半年以上相关经验5. 思路清晰，善于思考，能独立分析和解决问题，对软件开发技术抱有热情6. 有金融行业（券商、基金、互联网金融）从业经历者优先
python工程师,"免费中晚餐,下午茶,六险一金,扁平化管理",15k-25k,北京,经验不限,本科及以上,全职,"职位诱惑：技术牛,扁平化管理,互联网科技职位描述：高级数据研发工程师工作职责：构建高性能、可扩展的金融数据服务负责金融数据的sdk的开发完成相关文档编写 任职要求：统招本科以上学历，理工科背景3年以上的Python开发经验，熟悉C/C++优先丰富的编程经验和扎实的计算机基础熟悉常见的设计模式、数据结构熟悉gevent、tornado等常见的网络框架，开发过高性能服务端熟悉MySQL、Redis等常见的数据库熟悉Linux开发环境以及常见的Git操作熟悉常见的网络服务器的配置和调优，熟悉Nginx优先责任感强，沟通能力良好 薪酬福利：1.免费中晚两餐、下午茶零食，让您保持愉悦的心情和高昂的战斗力！2.不定期户外拓展、团建活动，增进小伙伴们的深厚友情！3.扁平化管理，年轻就该无极限！4.商业保险福利！可以与BAT的技术大牛/券商、基金、证券行业的金融精英一起工作，不断学习、刷新和保持自己的核心竞争力！"
高级Python开发工程师,"弹性工作制,商业保险,公司旅游,带薪年假",18k-20k,上海,经验3-5年,本科及以上,全职,工作内容：参与公司产品及项目研发，分析业务需求，设计并实现后端功能模块职位要求：1、三年以上后端开发经验；计算机相关专业本科或硕士学历；2、熟悉mysql、mongodb、redis等常见的sql/nosql/内存数据库使用与优化；3、拥有良好的代码风格，对并发编程、调度、web服务开发有实战经验，熟悉web开发框架；4、熟悉Linux，对服务端部署架构、nginx等web服务部署有项目实战经验，并且熟悉相关优化；5、思维清晰，沟通能力和理解能力强；6、工作认真仔细，责任心强。
资深Python开发工程师,"扁平管理,弹性工作,周末双休,每周按摩",25k-35k,上海,经验3-5年,本科及以上,全职,
python开发工程师,"mysql,redis,pytho",10k-20k,上海,经验3-5年,本科及以上,全职,1) 有较强的工作责任心，良好的沟通能力，具有良好的团队合作精神和协作能力；2) 两年以上Linux环境下Python/Shell 编程功底3) 有Python Web框架（tornado/django/flask）、API Server开发经验4) Python性能调优经验（多线程、异步）5) 熟悉TCP/IP，HTTP等网络协议6) 熟悉MySQL、Redis等常用数据库的使用、开发与调优 技能要求：7) 熟悉阿里云服务器端的使用和优化配置8) 有物联网相关开发的优先业务介绍： 1) 负责植保无人机的云平台服务器端底层接口设计、数据库和业务逻辑框架搭建、实现以及后续运维、优化；2) 参与开发和维护现有项目及新项目的开发，按时完成任务，对代码质量负责；3) 参与云平台项目需求分析，评估实现难度和技术方案；参与数据库设计、代码设计及相关文档编写；
高级python开发工程师,"五险一金,定期体检,周末双休,节日福利",18k-25k,上海,经验5-10年,本科及以上,全职,1、 通过软件工程的方式，持续改进线上/线下多环境的管理2、 参与CI/CD流水线的建设；3、 参与运维自动化发布/部署流水线的建设，实现持续交付；【岗位要求】1、 本科或以上学历，至少3年及以上软件开发经验，能熟练使用python2、  有运维相关自动化工具或平台研发经验的优先，有维护java项目的优先3、 熟悉Linux操作系统、Oracle、MySQL数据库等，基础知识扎实4、 具备良好的沟通能力和学习能力，乐于分享；具备良好的团队协作精神良好的执行力5、 对DevOps有一定的理解，立志在此领域长期发展，有开源社区项目贡献者优先。
Python开发工程师,牛人云集，优质福利,18k-35k,北京,经验3-5年,本科及以上,全职,岗位职责：1. 负责公司业务服务器端的研发工作，参与核心系统架构设计和实现。2. 负责智能硬件设备及微信公号等后台业务开发维护；3. 负责配合上下游模块完成产品联调测试、上线及维护等工作；任职要求：1. 至少3年以上的web端开发经验，精通一种或以上Web编程语言（PHP、、Java等）；2. 精通常用数据库（例如MySQL、MongoDB、Hbase等）及缓存（例如Memcache、Redis）; 3. 熟练掌握git代码管理工具和敏捷开发流程; 4. 工作认真负责，思路清晰，较强的沟通协调能力，具有团队合作精神；5. 有大规模互联网站后台开发经验优先；
Python工程师,"五险一金,餐饮补贴,节日福利",10k-18k,成都,经验3-5年,本科及以上,全职,"岗位职责：1、负责web业务系统后端架构和搭建；任职要求：1.计算机及相关专业毕业，本科及以上学历2.熟练使用Python,及Python的相关WEB开发框架,如django,flask等3.熟悉前端相关技术 HTML,CSS javascript4.熟练掌握的数据结构和算法基础,熟练使用Linux系统5.熟悉数据库使用优化与相关SQL语句6.熟悉常用的版本管理工具(git, mercurial)等7.有良好的团队合作意识，工作态度认真、负责，能够承受一定的工作压力"
高级Python工程师（带团队）,"五险一金,带薪假期",30k-50k,北京,经验5-10年,本科及以上,全职,职位描述：职位描述：- 参与制定公司技术发展战略和年度技术研发计划及预算，制定本部门的工作计划并负责实施完成-、负责技术研发团队管理和团队建设工作，根据公司的管理制度，建立本部门的技术管理的规章制度- 参与公司重大技术创新项目的论证、评估、立项、实施和验收- 负责做好与公司其他部门的沟通协调工作，为市场营销工作提供技术支持- 组织制定技术架构，设计和改进前后端技术架构并推动实施- 负责技术攻关与团队技术指导，完成平台新产品体系整体搭建、维护及已有产品开发迭代- 保障业务开发进度、质量及稳定安全性- 保障云沃客平台的运维稳定、高效和安全，负责组织处理突发技术和信息安全事件- 完成公司领导交办的其他工作。岗位要求:- 统招重点本科及以上学历，计算机、软件等相关专业，8年以上工作经验- 5年互联网研发及团队管理经验，带过30人左右团队- 良好的沟通、协调和协作能力，良好的商业思维- 精通Python、Golang Web开发技术栈- 对高质量代码和架构设计有深刻理解，熟练掌握最新的技术开发趋势- 熟悉前端开发技术体系，了解Vue.js/React.js等前端MVVM框架- 熟悉微服务体系，熟悉docker、kubernetes、mesos等容器技术并有实际使用经验；- 熟悉redis、kafka、hadoop、spark、ElasticSearch等大数据相关技术并有实际使用经验；- 有产品意识，具有很强的技术研发和创新能力，思路清晰，良好的控制与沟通力优先条件:(任意满足一项加分)- 熟悉java开发技术栈- Pythonista- 有自己的技术博客并持续更新- 有Github上开源项目且100star以上。
